cluster,sentence,position
11,"At 10:52 P.M., the message is read to ment of missiles in Cuba ""required the responses I Kennedy.
Otherwise, Kennedy noted in a private letter, mantling of the Cuban missile sites.
Presumably referring to the strategic missiles, Kennedy told some of his senior advisers at a December 1962 defense budget discussion that “what they had in Cuba alone would have been a substantial deterrent to me,” a remarkable confession for a Cold War president to make even in private.
Reached through sober analysis, Stern’s conclusion that “John F Kennedy and his administration, without question, bore a substantial share of the responsibility for the onset of the Cuban missile crisis” would have shocked the American people in 1962, for the simple reason that Kennedy’s administration had misled them about the military imbalance between the superpowers and had concealed its campaign of threats, assassination plots, and sabotage designed to overthrow the government in Cuba—an effort well known to Soviet and Cuban officials.
The Cuban missile crisis was triggered by Soviet Premier Nikita Khrushchev’s decision to redress the disparity in nuclear arms between the United States and the United States President John F Kennedy had won election in 1960 by arguing that there was a “missile gap” between the two countries that favored the Soviets, but in fact the situation was the opposite.
The missile crisis was the most sensitive point in escalating tensions between the two superpowers that dated to the Soviet entry into the nuclear club but more recently had heightened after the downing of an American U-2 reconnaissance plane over Russia, the ill- fated Bay of Pigs invasion of Cuba shortly after Kennedy took office and the belief by Khrushchev that he could bully and badger the new president as he did at the Vienna summit during Kennedy's first months in office.",0.5218533069316222
34,"Although a few Americans remained sceptical, most of them readily accepted the notion that the commander of Soviet troops in Cuba was authorized during the crisis to use tactical nuclear weapons against invading United States forces.
Although American leaders did not know it at the time, the Soviet Union already had tactical nuclear weapons in Cuba during the crisis, ready for use in the event of a United States invasion.
Among the revelations to come out of these reunions were that the Soviets had deployed nine tactical missiles in Cuba to be used against any United States invasion force, and that the Soviet field commanders had the authority to fire those tactical nuclear weapons without further direction from the Kremlin.
It also concluded that,  if the United States takes direct military action against Cuba,  the Soviet Union would not attack the U.S., either from  Soviet bases or with its missiles in Cuba, even if the  latter were operational and not put out of action before  57   they could be readied for firing.
Moreover, as many officials acknowledged, the Soviet missiles in Cuba did not come near eliminating United States strategic nuclear superior- ity.
The Soviet Politburo appears to have justified its decision by reasoning that United States nuclear missiles in Turkey, which bordered the Soviet Union, were no different than Soviet missiles so close to the United States in Cuba.",0.5246978611172648
4,"Nearly everyone who has examined the Cuban missile crisis argues that  the Soviets were operating on an incorrect image of their opponent and were genuinely  surprised when Kennedy reacted as firmly as he did.
The Cubans do seem to have been surprised by President Kennedy's  22 October revelation about the missiles, although apparently they were  not as complacent about the secret as the Soviets.
The retrospective CIA analyses considered at length the evidence available at that time and concluded that the Soviet leaders might have been less confident after mid-September that the US leaders would acquiesce, but not that they believed the United States leaders knew about the missiles in Cuba.5  A few American critics of the Kennedy administration's handling of the crisis have also darkly suggested that Kennedy was aware of the missiles in Cuba, but until his hand was forced by Keating and the U-2 photographs had preferred to turn a blind eye.
There is much evidence suggesting that Khrushchev believed there was a very good chance both that American officials would discover the missiles on Cuba be- fore they were ready to fire and that Kennedy would respond to the weapons in a hostile and aggressive manner.
These last two revelations are important as it could be argued that Khrushchev’s knowledge of these supposedly clandestine anti-Castro initiatives enlarged his fear of a possible American assault on Cuba, and thus inﬂuenced his decision to send missiles to Cuba.
We now know, from recently released archives, that Castro was urging Khrushchev to use the missiles if Cuba was invaded.",0.5274107885509643
15,"At the end of October 1962, Khrushchev dispatched Kuznetsov to  the United Nations to negotiate the details of the removal of Soviet  missiles from Cuba.
Dobrynin related the details of his meeting with Attorney General Kennedy to the Kremlin and on the morning of October 28, 1962, Khrushchev publicly stated that all Soviet missiles would be dismantled and removed from Cuba.
The crisis ended on Oct. when Nikita S Khrushchev declared in Moscow that the missiles would be pulled out of Cuba under United Nations supervision.
The Cuban missile crisis arose in April 1962, when the Soviet leader, Nikita Khrushchev, conceived the idea of placing intermediate-range missiles in Cuba.
The missile crisis came about after the Soviet leader Nikita Khrushchev decided to array ballistic missiles in Cuba and began shipping them in July 1962.
The United States learned in July 1962 that the Soviet Union had begun missile shipments to Cuba.",0.5292333705412734
41,"Kennedy's letter to Khrushchev on 27 October made no mention of the missile swap and only pledged not to invade Cuba on the condition that the missiles in Cuba be dismanded and rendered inoperable under a scheme of UN observation and supervision.
Kennedy’s response to Khrushchev suggested a plan for the removal of Soviet missiles from Cuba to be overseen by the United Nations, in return for assurances that the United States would not invade Cuba.
Khrushchev agreed, in return for a U S. promise not to invade Cuba and to remove U S. missiles from Turkey.
Premier Nikita Khrushchev agreed to remove the missiles in exchange for a promise by the United States not to invade Cuba.
Ulti-  mately, Kennedy and Khrushchev worked out an agreement whereby the  Soviets removed the missiles in return for United States promises not to invade  Cuba and to withdraw Jupiter missiles from Turkey.
When Kennedy ordered a naval blockade around Cuba, Khrushchev agreed to remove Soviet missiles from Cuba if Kennedy would secretively remove United States missiles from Turkey.",0.5484603974281458
52,"Kennedy JF A Radio and television address to the American people on the Soviet arms  build-up in Cuba, 22 October 1962.
Kennedy JF Radio and television report to the American people on the Soviet arms buildup  in Cuba, 22 October.
On October 22, 1962, President John F Kennedy took to the airwaves to tell Americans that the Soviet Union was installing offensive nuclear missiles into Cuba.
President John F Kennedy informed Americans during a television broadcast on October 22, 1962, that the Soviets had placed missiles on Cuba and that in retalation, the United States would erect a blockade around the island to force Castro and Khrushchev to remove to missiles.
Then-President John F Kennedy demanded the Soviets remove the missiles and ordered a naval blockade of Cuba to prevent further shipments of Soviet missiles.
When Kennedy ordered a naval blockade around Cuba, Khrushchev agreed to remove Soviet missiles from Cuba if Kennedy would secretively remove United States missiles from Turkey.",0.5500359864023888
61,"The Soviets agreed to dismantle their offensive weapons in Cuba and return them to the Soviet Union, subject to United Nations verification, in exchange for an American public declaration underscoring an agreement to never invade Cuba again.
The Soviets would dismantle their offensive weapons in Cuba and return them to the Soviet Union, subject to United Nations verification, in exchange for a United States public declaration and agreement to avoid invading Cuba again.
To end tensions, Soviet leadership offered to remove the missiles in exchange for a promise that the U.S. wouldn't invade Cuba.
We are only now coming to appreciate the fear and anger in Castro's Cuba that accompanied Khrushchev's agreement to remove the missiles, in return for a public pledge from Kennedy not to invade the island, and a private assurance that ""analogous"" Turkish missiles belonging to NATO on the Soviet southern border would be removed within a few months.
When a more minor part of the deal fell apart, Kennedy also added risk by questioning whether our pledge not to invade Cuba was still effective, even though that commitment was comparable in importance to the Soviets’ promise to remove their missiles.
When Kennedy said, on 16 October, ""I should have said that we don't care"" about Soviet offensive capabilities in Cuba, he strongly implied that the ab- sence of the September statements would have allowed a greater range of choices in responding to the Soviet deployment in Cuba.",0.563342476042875
26,"After the United States announced a naval blockade of shipments of arms to Cuba, Khrushchev agreed to a U.S. pledge not to invade the island in exchange for a removal of the missiles.
In that letter Khrushchev offered to withdraw the missiles in Cuba in exchange for an American pledge not to invade the island.
The United States promised not to invade Cuba, and Khrushchev promised to withdraw the missiles.
They publicly promised to withdraw their missiles from Cuba, and the United States seemed to promise not to invade Cuba in the future.
To end tensions, Soviet leadership offered to remove the missiles in exchange for a promise that the U.S. wouldn't invade Cuba.
We are only now coming to appreciate the fear and anger in Castro's Cuba that accompanied Khrushchev's agreement to remove the missiles, in return for a public pledge from Kennedy not to invade the island, and a private assurance that ""analogous"" Turkish missiles belonging to NATO on the Soviet southern border would be removed within a few months.",0.5633810136907059
1,"He resented linking the missiles in Turkey with the Soviet missiles in Cuba.
However, in a conversation with American oﬃcials, Turkey strongly objected to some United States and allied countries’ commentators’ tendency to equate the Soviet missile bases in Cuba with the missile bases in Turkey.
Soviet leaders did not realize that the United States considered the missiles in Turkey outdated and had intended to remove them soon anyway.
The following day, a more formal message said that Soviet Union would remove its missiles only if the United States would remove its Jupiter-class intermediate-range missiles from Turkey.
The second letter proposed that the Soviet Union remove its missiles from Cuba in return for the dismantling of United States missiles in Turkey.
This was to remove the missiles from Cuba in return for the United States removing its missiles from Turkey just over the Soviet border.",0.5669788691888591
6,"He further denies that Robert Kennedy warned of an imminent coup or loss of civilian control of the military, in contradiction to Soviet accounts of the meeting, including Khrushchev's own.
Kennedy was afraid of the loss of prestige within the NATO and he publicly denied Soviet requests to remove missiles from Italy and Turkey.
Kennedy was reluctant to make any deal which traded the Turkish for the Cuban missiles, though he personally had ordered the removal of the missiles from Turkey several months earlier on the grounds that they were unnecessary to American security and provocative to the Soviet Union.
Kennedy, in that popular version, had on October 27 resisted the Soviet Union's public demand for a trade of the 15 United States intermediate-range Jupiter missiles in Turkey in return for Soviet removal of its missiles from Cuba.
Khrushchev ultimately yielded to KennedyÊs demands that the nuclear-  capable missiles be withdrawn from Cuba, in exchange for an open promise  that the United States would not invade the island and a private agreement  that NATO missiles in Turkey would also be removed within six months.
The United States would take the missiles out of Turkey within five months, Kennedy said, but the Soviets must never publicly reveal a connection between that withdrawal and the removal of the Soviet missiles from Cuba.",0.5693436819752332
56,"Consider the claim that if Kennedy predetermined by a fundamental law of world politics, had heeded his hawkish advisers during the missile and close-call claims that these bids to dominate crisis, and attacked Soviet bases in Cuba, World War Europe might have succeeded are misinformed.
However, some revisioanry scholars have criticized Kennedy’s interpretation of the threat posed by the Cuban missiles as an overreaction not warranted by a sober assessment of Soviet intentions and strategic goals.
Kennedy Weighs the Options From the outset of the crisis, Kennedy and ExComm determined that the presence of Soviet missiles in Cuba was unacceptable.
Motives behind Kennedy's Advocacy of Military Action The central paradox of Kennedy's thinking on 16 October was, there- fore, that he did not believe the missiles in Cuba changed the strategic balance of power between the superpowers, did not think Khrushchev would utilize the missiles to assail America, and was uncertain as to the reasons behind the Soviet deployment, and yet at the same time he was utterly convinced of the need for a military response to the Soviet chal- lenge in Cuba.
This implies that Kennedy might have launched a military attack on Cuba had he not understood the state of readiness of the missiles.
While he privately did not believe a nuclear strike against Cuba was likely because of Soviet retaliation, Kennedy did support a conventional air attack and invasion of the island nation should the Soviets fail to remove the missiles.",0.5713815384999308
60,"A framework was agreed in which the United States would not invade Cuba if the Soviets removed their missiles.
Deep in it was the suggestion that the Soviet Union would remove its missiles from Cuba under supervision and not replace them if the United States and other Western Hemisphere nations would not invade Cuba.
Kennedy’s response to Khrushchev suggested a plan for the removal of Soviet missiles from Cuba to be overseen by the United Nations, in return for assurances that the United States would not invade Cuba.
Khrushchev agreed, in return for a U S. promise not to invade Cuba and to remove U S. missiles from Turkey.
Premier Nikita Khrushchev agreed to remove the missiles in exchange for a promise by the United States not to invade Cuba.
Ulti-  mately, Kennedy and Khrushchev worked out an agreement whereby the  Soviets removed the missiles in return for United States promises not to invade  Cuba and to withdraw Jupiter missiles from Turkey.",0.5763643156395157
8,"By now Kennedy and Khrushchev both understood that a mere accidental incident could spark a nuclear war, and that therefore a quick end to the crisis had to be found.
Days later, the deadly game of nuclear brinkmanship between the two nations ended, Khrushchev sent Kennedy a message that Soviet missiles would be taken back.
Khrushchev, for his part, sent a long, rambling letter to Kennedy, appealing to reason and trust to prevent a catastrophe, and insisting that if United States threats to Cuba were ended, the issue of weapons would disappear.
On 26 October, in one of several letters he exchanged with Kennedy during the crisis, Khrushchev proposed to remove the “defensive” Soviet missiles if the United States pledged not to invade Cuba.
On October 26, 1962, Khrushchev sent a message to Kennedy in which he offered to remove the Cuban missiles in exchange for a promise by United States leaders not to invade Cuba.
When Kennedy ordered a naval blockade around Cuba, Khrushchev agreed to remove Soviet missiles from Cuba if Kennedy would secretively remove United States missiles from Turkey.",0.5911782661782662
57,"He proclaimed that any nuclear missile attack from Cuba would be regarded as an attack by the Soviet Union and would be responded to accordingly.
He said the launching of a nuclear missile from Cuba against any nation in the Western Hemisphere would be regarded as an attack by the Soviet Union against the United States.
Meanwhile, Kennedy warned, a Soviet missile launched from Cuba against any nation in the Western hemisphere would be considered as an attack by the Soviets on the United States and would trigger full nuclear retaliation.
Notwithstanding the U-2 incident, Kennedy sent a letter to Khrushchev proposing that the Soviet Union immediately begin withdrawing its missiles and that the United States would end the naval blockade and pledge not to invade Cuba.
That night, Kennedy set forth in his message to the Soviet leader proposed steps for the removal of Soviet missiles from Cuba under supervision of the United Nations, and a guarantee that the United States would not attack Cuba.
When Kennedy ordered a naval blockade around Cuba, Khrushchev agreed to remove Soviet missiles from Cuba if Kennedy would secretively remove United States missiles from Turkey.",0.5945376827379469
48,"Cuban leaders may have assumed, then, that the United  States would accept the presence of missiles once they were operational,  as the Soviets had accepted United States missiles in Turkey.
Moreover, if the USA took the nuclear missiles out of Cuba by force, as Kennedy’s military advisors recommended, then the United States would have justification for moving into Berlin and/or Turkey.
Related to United States missile superiority, some have argued that the Soviets wanted to place the missiles in Cuba to force the United States to remove its own Jupiter missiles from along the Soviet border in Turkey.
Specifically, if Khrushchev pulled his missiles out of Cuba, the United States would dismantle and remove its Jupiter missiles in Turkey.
The Soviet Union would stand down in Cuba only if the United States agreed to remove the Jupiter missiles deployed in Turkey.
The United States would take the missiles out of Turkey within five months, Kennedy said, but the Soviets must never publicly reveal a connection between that withdrawal and the removal of the Soviet missiles from Cuba.",0.5979854791421956
39,"After Khrushchev made his decision to end the crisis by removing the missiles, McCone pressed the intelligence community and the administration to maintain its intelligence mission in Cuba to insure that the Soviet Union was removing the missiles as pledged.
At that time, Khrushchev stated publicly that he would remove the missiles in exchange for a no-invasion pledge of Cuba and a promise to remove the American nuclear missiles from Turkey.
In addition to requesting a guarantee not to interfere with Cuba, Khrushchev also requested that the USA remove its nuclear missiles from Turkey.
Nikita Khrushchev demands from the United States a removal of nuclear missiles in Turkey as well as a promise to not invade Cuba as preconditions for his removal of Soviet missiles on Cuba.
That day another Khrushchev letter was received in Washington offering the removal of Soviet missiles from Cuba in exchange for the removal of United States missiles from Turkey.
When Kennedy ordered a naval blockade around Cuba, Khrushchev agreed to remove Soviet missiles from Cuba if Kennedy would secretively remove United States missiles from Turkey.",0.6576179901232072
32,"He noted that the Kennedy and Johnson administrations had known about the remaining Soviet ground forces, debated the nature of the risk, and decided that a few thousand Soviet troops in Cuba posed no mean- ingful threat to the United States or other countries in the region.1 Acknowledgments The author would like to thank William Burr, Melvyn Lefºer, Timothy Naftali, Marc Selverstone, Marc Trachtenberg, Philip Zelikow, and the anon- ymous Journal of Cold War Studies reviewers for their helpful suggestions and comments on earlier drafts of this article.
Morganthau, Brink,  36.  64   this information been disclosed, or at the very least a public statement been issued stating that the presence of the warheads was only ""suspected"" on Cuba, Kennedy's anti-Soviet rhetoric would have most assuredly been less tolerated internationally, and probably domestically too.
President Kennedy's public warnings to the Soviets not to deploy offensive weapons in Cuba virtually committed the two countries to a showdown once such missiles were discovered.
September 4, 1962 Kennedy states publicly that the United States will  not tolerate Soviet offensive weapons in Cuba.
The missiles were eventually removed by the Soviets beginning on Oct., 1962 after United States President John Kennedy pledged that his country would not attack Cuba.
THE UNITED STATES, THE SOVIET  UNION, AND CUBA  On October 22,1962, President John F Kennedy announced to an unsuspecting public that Soviet missiles had been discovered in Cuba.",0.6681123596500889
51,"Kennedy’s response was sent the following day and in it, the United States leader emphasized to Khrushchev his sense of betrayal and regret, urging the Soviet leader take the necessary steps, crucially the removal of the missiles, to end the crisis.
Later Khrushchev responded that he would accept the terms set by Kennedy’s response, thus implicitly accepting Kennedy’s metacommunicative recoding, and the crisis ended.
On October 26, Kennedy received an otherwise-standoffish letter from Khrushchev that appeared to offer notes of conciliation and compromise.
On October 26, Khrushchev sent a letter to Kennedy offering in so many words to dismantle the ballistic missiles if the United States would promise not to attack Cuba.
On the night of the 26th  Khrushchev sent a letter to Kennedy offering to remove the missiles in exchange  for a guarantee from the USA not to invade or interfere with Cuba.
That day another Khrushchev letter was received in Washington offering the removal of Soviet missiles from Cuba in exchange for the removal of United States missiles from Turkey.",0.6706095814731009
9,"Foreign Relations of the United States, 1961–1963, vol.,  Kennedy–Khrushchev Exchanges.
Khrushchev to Kennedy, 28 October 1962, in United States Department of State, Foreign Relations of the United States, 1961–1963, Vol.
On 28 October 1962, Moscow Radio broadcast Khrushchev's acceptance of Kennedy's proposal.
On October 26, Kennedy received an otherwise-standoffish letter from Khrushchev that appeared to offer notes of conciliation and compromise.
On October 26, Khrushchev sent a letter to Kennedy offering in so many words to dismantle the ballistic missiles if the United States would promise not to attack Cuba.
On the night of the 26th  Khrushchev sent a letter to Kennedy offering to remove the missiles in exchange  for a guarantee from the USA not to invade or interfere with Cuba.",0.6724479440788506
36,"A draft message to Khrushchev, which had been prepared by Ambassador Thomp- son,'* was read and a final version was to be completed for the President's consid- eration later in the day.
Also drafted was the letter from the President to Premier Khrushchev to be delivered with a copy of the speech.
Before replying, President Kennedy received - the next day - another letter from Khrushchev.
On October 27, and before Kennedy could reply, Khrushchev sent another letter.
President Kennedy 's letter to Premier Khrushchev drafted earlier in the day is transmitted to Moscow.
To add to all this, Nikita Khrushchev, the Soviet leader, sent a harsh private letter to Kennedy.",0.6732965075796975
49,"Castro asserted in a letter to U Thant on 15 November that  despite the removal of the missiles, United States officials 'do not consider  themselves bound by any promise'.100 Indeed, as early as November 1962,  the United States began to back away from the 27 October pledge  contained in President Kennedy's letter to Premier Khrushchev.
During an ExComm meeting on 16 October 1962, Kennedy stated that with hindsight he should have implied to the Soviets a month earlier that the United States did not care about Soviet missiles on Cuba, but once the statement was made there was no turning back.
Kennedy’s 22 October 1962 letter to Khrushchev stated,  It was in order to avoid any incorrect assessment on the part of your Government  with respect to Cuba that I publicly stated that if certain developments in Cuba took  place, the United States would do whatever must be done to protect its own security  and that of its allies.
Kennedy’s response to Khrushchev suggested a plan for the removal of Soviet missiles from Cuba to be overseen by the United Nations, in return for assurances that the United States would not invade Cuba.
Khrushchev agreed, in return for a U S. promise not to invade Cuba and to remove U S. missiles from Turkey.
Premier Nikita Khrushchev agreed to remove the missiles in exchange for a promise by the United States not to invade Cuba.",0.7081365888976152
13,"Kennedy replied in the affirmative, noting that the United States needed time to remove the Turkish missiles through normal chan- nels and procedures, so as to maintain the fiction that there was no connection between this action and the termination of the confrontation over the missiles in Cuba.
On October 26, Kennedy told his advisors it appeared that only a United States attack on Cuba would remove the missiles, but he insisted on giving the diplomatic channel a little more time.
On the morning of October 26, President Kennedy told his advisers that while he intended to allow the naval quarantine and diplomatic efforts more time to work, he feared that removing the Soviet missiles from Cuba would ultimately require a direct military attack.
On Thursday, Mr McNamara said the majority of Mr Kennedy's civilian and military advisors had recommended an attack on Cuba, but the administration chose the quarantine, to stop Soviet freighters transporting the weapons to Cuba.
When President Kennedy and his advisers were contemplating military action against Cuba, including a possible ground invasion, they did so with- out knowing for sure that Soviet tactical nuclear weapons were present in Cuba.
Without knowing it, Kennedy was right; later archive information has shown that if the United States had struck the missile bases in Cuba, the Soviet soldiers had the order to launch a tactical nuclear weapon against the US base at Guantánamo located on the island.",0.7095746866614381
25,"Kennedy and Khrushchev exchanged 22 letters from Oct. to Dec., 1962, concerning the missile crisis.
Letter from Khrushchev to Kennedy, 26 Oct 1962, in NSA  Chronologv, 212.
On October 27, and before Kennedy could reply, Khrushchev sent another letter.
President Kennedy 's letter to Premier Khrushchev drafted earlier in the day is transmitted to Moscow.
To add to all this, Nikita Khrushchev, the Soviet leader, sent a harsh private letter to Kennedy.
Worst of all Khrushchev sent President Kennedy a letter -- his second in two days -- that deeply alarmed Washington.",0.7333403345091943
46,"On the diplomatic front, the situation became more complicated when Khrushchev on the evening of 26 October publicly released a letter to Kennedy demanding that the removal of the Soviet missiles in Cuba be exchanged for the removal of United States Jupiter missiles in Turkey.
The next day, however, Kennedy received a new letter from Khrushchev that stated that he would agree to the removal of the Cuban missiles in exchange for the removal of the Jupiter missiles in Turkey.
The same sources stated that Khrushchev had agreed to the removal of the missiles in Cuba in return for the American removal of the Jupiter missiles in Turkey.
Then Khrushchev sent a second letter in which he insisted that the missiles in Turkey be removed in order to get the missiles out of Cuba.
This message of Saturday morning, October 27, indicated that the Soviet missiles would remain in Cuba until we withdrew what Khrushchev was now calling our “analogous” Jupiter missiles from Turkey.
Two days after the crisis ended, on Nov., Khrushchev wrote Kennedy, ""We received your assurances that you would not invade Cuba and would not permit others to do it and on this condition we withdraw the weapons which you called offensive.",0.7335981131798586
45,"Moscow Radio  carried the text of Khrushchev's 27 Oct. letter to Kennedy, in which he proposed a swap of  Soviet missiles in Cuba for United States Jupiter missiles in Turkey.
On the diplomatic front, the situation became more complicated when Khrushchev on the evening of 26 October publicly released a letter to Kennedy demanding that the removal of the Soviet missiles in Cuba be exchanged for the removal of United States Jupiter missiles in Turkey.
The next day, however, Kennedy received a new letter from Khrushchev that stated that he would agree to the removal of the Cuban missiles in exchange for the removal of the Jupiter missiles in Turkey.
The same sources stated that Khrushchev had agreed to the removal of the missiles in Cuba in return for the American removal of the Jupiter missiles in Turkey.
Then Khrushchev sent a second letter in which he insisted that the missiles in Turkey be removed in order to get the missiles out of Cuba.
This message of Saturday morning, October 27, indicated that the Soviet missiles would remain in Cuba until we withdrew what Khrushchev was now calling our “analogous” Jupiter missiles from Turkey.",0.7849870020687475
38,"If the United States did nothing about the missiles, the Soviet Union would introduce strategic nuclear weapons, contributing greatly to the Soviet strategic capabilities.
It became especially important for the Soviet Union to acquire more of these weapons to achieve effective nuclear deterrence, because after withdrawing missiles from Cuba, Moscow was unable to forward-deploy missile systems capable of striking the United States mainland.
Note also that Soviet dissimulation did not logically imply that the  Soviet motive in deploying nuclear missiles to Cuba was to gain a strategic advantage over  the United States.
On the other hand, the United States saw the Soviet missiles deployment in Cuba as bolstering their  strategic military power and diplomatic-political strength, while at the same time the deterrence of United States attack on Cuba was at most a smoke-screen or secondary objective for the Soviet‟s.
The Soviet leader claimed the missiles were to help defend Cuba against a likely United States invasion.
The Soviets would remove their missiles from Cuba in exchange for a promise by the United States that it wouldn't invade Cuba.",0.7851818534844646
